name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"14.65, 121.05",2005-01-01,29.8,22.2,25.7,31.4,22.2,26.2,20.3,73.1,0,0,0,,,,,21.8,72.7,1013.8,64.8,8.2,,,,,2005-01-01T06:21:03,2005-01-01T17:37:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327599999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-02,29,19.4,24.6,31.3,19.4,25.1,20,76.1,0,0,0,,,,,14.5,108.7,1014,70.6,9.2,,,,,2005-01-02T06:21:25,2005-01-02T17:38:11,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-03,29.9,21.2,25.8,33.2,21.2,26.8,21.1,76.3,0,0,0,,,,,18,110,1012.9,58.2,8.9,,,,,2005-01-03T06:21:46,2005-01-03T17:38:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-04,29.1,23.1,26.6,32.2,23.1,28.2,22.3,78.1,0,0,0,,,,,18,90.1,1013.1,85.6,8.8,,,,,2005-01-04T06:22:06,2005-01-04T17:39:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-05,31,24.1,27.3,35.2,24.1,29,22.5,75.6,0,0,0,,,,,18.4,107.3,1013.2,67,9.3,,,,,2005-01-05T06:22:25,2005-01-05T17:39:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-06,29,21.6,25.7,32,21.6,26.4,22.1,81.5,2,100,4.17,rain,,,,14.8,98.8,1013.4,67.6,11.2,,,,,2005-01-06T06:22:43,2005-01-06T17:40:31,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-07,31,22.6,26.2,36.1,22.6,27.1,20.1,70.3,0,0,0,,,,,18.4,88.7,1013.5,54.3,9.8,,,,,2005-01-07T06:23:01,2005-01-07T17:41:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-08,29.1,21.6,25.7,31.8,21.6,26.5,20.7,74.7,0,0,0,,,,,18.1,87.6,1013.2,62.4,9.3,,,,,2005-01-08T06:23:17,2005-01-08T17:41:41,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-09,30,22.1,25.7,32.8,22.1,26.4,20.7,75,1,100,4.17,rain,,,,22,93.7,1012.9,66.9,9.4,,,,,2005-01-09T06:23:32,2005-01-09T17:42:16,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
"14.65, 121.05",2005-01-10,30,22,25.5,33.3,22,26.3,20.6,75.6,0,0,0,,,,,18,106,1013.2,44.1,9.1,,,,,2005-01-10T06:23:46,2005-01-10T17:42:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,98327099999,98428099999,98430099999,98425099999"
